New York	45	4,340,340	61.19	45	2,750,769	38.78	-	-	-	-	-	-	-	1,589,571	22.41	7,092,860	NY
North Carolina	14	575,062	49.34	-	590,530	50.66	14	-	-	-	-	-	-	-15,468	-1.33	1,165,592	NC
North Dakota	4	156,766	61.72	4	96,742	38.09	-	483	0.19	-	-	-	-	60,024	23.63	253,991	ND
Ohio	25	2,262,610	61.11	25	1,439,655	38.89	-	-	-	-	-	-	-	822,955	22.23	3,702,265	OH
Oklahoma	8	473,769	55.13	8	385,581	44.87	-	-	-	-	-	-	-	88,188	10.26	859,350	OK
Oregon	6	406,393	55.25	6	329,204	44.75	-	-	-	-	-	-	-	77,189	10.49	735,597	OR
Pennsylvania	32	2,585,252	56.49	32	1,981,769	43.30	-	-	-	-	7,447	0.16	-	603,483	13.19	4,576,503	PA
Rhode Island	4	225,819	58.26	4	161,790	41.74	-	-	-	-	-	-	-	64,029	16.52	387,609	RI
South Carolina	8	75,700	25.18	-	136,372	45.37	8	88,511	29.45	-	-	-	-	-47,863	-15.92	300,583	SC
South Dakota	4	171,569	58.39	4	122,288	41.61	-	-	-	-	-	-	-	49,281	16.77	293,857	SD
Tennessee	11	462,288	49.21	11	456,507	48.60	-	19,820	2.11	-	-	-	-	5,781	0.62	939,404	TN
Texas	24	1,080,619	55.26	24	859,958	43.98	-	14,591	0.75	-	-	-	-	220,661	11.28	1,955,545	TX
Utah	4	215,631	64.56	4	118,364	35.44	-	-	-	-	-	-	-	97,267	29.12	333,995	UT
Vermont	3	110,390	72.16	3	42,549	27.81	-	-	-	-	-	-	-	67,841	44.35	152,978	VT
Virginia	12	386,459	55.37	12	267,760	38.36	-	42,964	6.16	-	351	0.05	-	118,699	17.01	697,978	VA
Washington	9	620,430	53.91	9	523,002	45.44	-	-	-	-	7,457	0.65	-	97,428	8.47	1,150,889	WA
West Virginia	8	449,297	54.08	8	381,534	45.92	-	-	-	-	-	-	-	67,763	8.16	830,831	WV
Wisconsin	12	954,844	61.58	12	586,768	37.84	-	6,918	0.45	-	710	0.05	-	368,076	23.74	1,550,558	WI
Wyoming	3	74,573	60.08	3	49,554	39.92	-	-	-	-	-	-	-	25,019	20.16	124,127	WY
TOTALS:	531	35,579,180	57.37	457	26,028,028	41.97	73	301,417	0.49	-	44,300	0.07	-	9,551,152	15.40	62,021,328	US
