South Carolina	9	3,579	7.04	-	47,233	92.96	9	-	-	-	-	-	-	-	-	-	-	-	-	-43,654	-85.91	50,812	SC
South Dakota	4	54,530	56.73	4	39,544	41.14	-	1,542	1.60	-	169	0.18	-	339	0.35	-	-	-	-	14,986	15.59	96,124	SD
Tennessee	12	123,108	44.95	-	145,240	53.03	12	3,844	1.40	-	346	0.13	-	1,322	0.48	-	-	-	-	-22,132	-8.08	273,860	TN
Texas	15	130,641	30.83	-	267,432	63.12	15	2,644	0.62	-	1,846	0.44	-	20,981	4.95	-	162	0.04	-	-136,791	-32.28	423,706	TX
Utah	3	47,139	50.58	3	45,006	48.30	-	209	0.22	-	720	0.77	-	-	-	-	106	0.11	-	2,133	2.29	93,189	UT
Vermont	4	42,569	75.73	4	12,849	22.86	-	383	0.68	-	39	0.07	-	367	0.65	-	-	-	-	29,720	52.87	56,212	VT
Virginia	12	115,769	43.82	-	146,079	55.29	12	2,130	0.81	-	-	-	-	63	0.02	-	167	0.06	-	-30,310	-11.47	264,208	VA
Washington	4	57,456	53.44	4	44,833	41.70	-	2,363	2.20	-	2,006	1.87	-	-	-	-	866	0.81	-	12,623	11.74	107,524	WA
West Virginia	6	119,829	54.27	6	98,807	44.75	-	1,628	0.74	-	286	0.13	-	246	0.11	-	-	-	-	21,022	9.52	220,796	WV
Wisconsin	12	265,760	60.06	12	159,163	35.97	-	10,027	2.27	-	7,048	1.59	-	-	-	-	503	0.11	-	106,597	24.09	442,501	WI
Wyoming	3	14,482	58.66	3	10,164	41.17	-	-	-	-	21	0.09	-	20	0.08	-	-	-	-	4,318	17.49	24,687	WY
TOTALS:	447	7,228,864	51.64	292	6,370,932	45.52	155	210,867	1.51	-	87,945	0.63	-	50,989	0.36	-	40,943	0.29	-	857,932	6.13	13,997,429	US
