Massachusetts	16	257,822	57.92	16	165,746	37.24	-	13,604	3.06	-	4,279	0.96	-	1,294	0.29	-	2,359	0.53	-	92,076	20.69	445,109	MA
Michigan	14	364,957	69.51	14	135,392	25.79	-	9,042	1.72	-	13,441	2.56	-	1,159	0.22	-	1,036	0.20	-	229,565	43.72	525,027	MI
Minnesota	11	216,651	73.98	11	55,187	18.84	-	11,692	3.99	-	6,253	2.14	-	2,103	0.72	-	974	0.33	-	161,464	55.13	292,860	MN
Mississippi	10	3,280	5.59	-	53,480	91.07	10	462	0.79	-	-	-	-	1,499	2.55	-	-	-	-	-50,200	-85.49	58,721	MS
Missouri	18	321,449	49.93	18	296,312	46.02	-	13,009	2.02	-	7,191	1.12	-	4,226	0.66	-	1,674	0.26	-	25,137	3.90	643,861	MO
Montana	3	34,932	54.21	3	21,773	33.79	-	5,676	8.81	-	335	0.52	-	1,520	2.36	-	208	0.32	-	13,159	20.42	64,444	MT
Nebraska	8	138,558	61.38	8	52,921	23.44	-	7,412	3.28	-	6,323	2.80	-	20,518	9.09	-	-	-	-	85,637	37.94	225,732	NE
Nevada	3	6,864	56.66	3	3,982	32.87	-	925	7.64	-	-	-	-	344	2.84	-	-	-	-	2,882	23.79	12,115	NV
New Hampshire	4	54,163	60.07	4	34,074	37.79	-	1,090	1.21	-	750	0.83	-	83	0.09	-	-	-	-	20,089	22.28	90,161	NH
New Jersey	12	245,164	56.68	12	164,566	38.05	-	9,587	2.22	-	6,845	1.58	-	3,705	0.86	-	2,680	0.62	-	80,598	18.63	432,547	NJ
New York	39	859,533	53.13	39	683,981	42.28	-	36,883	2.28	-	20,787	1.28	-	7,459	0.46	-	9,127	0.56	-	175,552	10.85	1,617,770	NY
North Carolina	12	82,442	39.67	-	124,091	59.71	12	124	0.06	-	342	0.16	-	819	0.39	-	-	-	-	-41,649	-20.04	207,818	NC
North Dakota	4	52,595	75.12	4	14,273	20.39	-	2,009	2.87	-	1,137	1.62	-	-	-	-	-	-	-	38,322	54.73	70,014	ND
Ohio	23	600,095	59.75	23	344,674	34.32	-	36,260	3.61	-	19,339	1.93	-	1,392	0.14	-	2,633	0.26	-	255,421	25.43	1,004,393	OH
Oregon	4	60,455	67.06	4	17,521	19.43	-	7,619	8.45	-	3,806	4.22	-	753	0.84	-	-	-	-	42,934	47.62	90,154	OR
Pennsylvania	34	840,949	68.00	34	337,998	27.33	-	21,863	1.77	-	33,717	2.73	-	-	-	-	2,211	0.18	-	502,951	40.67	1,236,738	PA
Rhode Island	4	41,605	60.60	4	24,839	36.18	-	956	1.39	-	768	1.12	-	-	-	-	488	0.71	-	16,766	24.42	68,656	RI
South Carolina	9	2,554	4.63	-	52,563	95.36	9	-	-	-	-	-	-	1	0.00	-	-	-	-	-50,009	-90.73	55,118	SC
South Dakota	4	72,083	71.09	4	21,969	21.67	-	3,138	3.09	-	2,965	2.92	-	1,240	1.22	-	-	-	-	50,114	49.42	101,395	SD
Tennessee	12	105,363	43.40	-	131,653	54.23	12	1,354	0.56	-	1,889	0.78	-	2,491	1.03	-	-	-	-	-26,290	-10.83	242,750	TN
Texas	18	51,242	21.90	-	167,200	71.45	18	2,791	1.19	-	4,292	1.83	-	8,062	3.45	-	421	0.18	-	-115,958	-49.55	234,008	TX
Utah	3	62,446	61.42	3	33,413	32.86	-	5,767	5.67	-	-	-	-	-	-	-	-	-	-	29,033	28.56	101,672	UT
Vermont	4	40,459	77.97	4	9,777	18.84	-	859	1.66	-	792	1.53	-	-	-	-	-	-	-	30,682	59.13	51,888	VT
Virginia	12	48,180	36.95	-	80,649	61.84	12	202	0.15	-	1,379	1.06	-	-	-	-	-	-	-	-32,469	-24.90	130,410	VA
Washington	5	101,540	69.95	5	28,098	19.36	-	10,023	6.91	-	3,229	2.22	-	669	0.46	-	1,592	1.10	-	73,442	50.60	145,151	WA
West Virginia	7	132,620	55.26	7	100,855	42.03	-	1,573	0.66	-	4,599	1.92	-	339	0.14	-	-	-	-	31,765	13.24	239,986	WV
Wisconsin	13	280,315	63.21	13	124,205	28.01	-	28,240	6.37	-	9,872	2.23	-	560	0.13	-	249	0.06	-	156,110	35.20	443,441	WI
Wyoming	3	20,489	66.72	3	8,930	29.08	-	1,072	3.49	-	217	0.71	-	-	-	-	-	-	-	11,559	37.64	30,708	WY
TOTALS:	476	7,630,557	56.42	336	5,083,880	37.59	140	402,810	2.98	-	259,103	1.92	-	114,062	0.84	-	33,454	0.25	-	2,546,677	18.83	13,525,095	US
