North Carolina	14	459,070	58.02	14	258,572	32.68	-	69,652	8.80	-	3,915	0.49	-	-	-	-	-	-	-	200,498	25.34	791,209	NC
North Dakota	4	95,812	43.41	-	115,139	52.17	4	374	0.17	-	8,391	3.80	-	1,000	0.45	-	-	-	-	-19,327	-8.76	220,716	ND
Ohio	25	1,452,791	49.48	25	1,445,684	49.24	-	-	-	-	37,596	1.28	-	-	-	-	-	-	-	7,107	0.24	2,936,071	OH
Oklahoma	10	452,782	62.75	10	268,817	37.25	-	-	-	-	-	-	-	-	-	-	-	-	-	183,965	25.49	721,599	OK
Oregon	6	243,147	46.40	-	260,904	49.78	6	-	-	-	14,978	2.86	-	5,051	0.96	-	-	-	-	-17,757	-3.39	524,080	OR
Pennsylvania	35	1,752,426	46.92	-	1,902,197	50.93	35	-	-	-	55,161	1.48	-	11,325	0.30	-	14,039	0.38	-	-149,771	-4.01	3,735,148	PA
Rhode Island	4	188,736	57.59	4	135,787	41.44	-	-	-	-	2,619	0.80	-	429	0.13	-	131	0.04	-	52,949	16.16	327,702	RI
South Carolina	8	34,423	24.14	-	5,386	3.78	-	102,607	71.97	8	154	0.11	-	1	0.00	-	-	-	-	-68,184	-47.82	142,571	SC
South Dakota	4	117,653	47.04	-	129,651	51.84	4	-	-	-	2,801	1.12	-	-	-	-	-	-	-	-11,998	-4.80	250,105	SD
Tennessee	12	270,402	49.14	11	202,914	36.87	-	73,815	13.41	1	1,864	0.34	-	1,288	0.23	-	-	-	-	67,488	12.26	550,283	TN
Texas	23	824,235	65.96	23	303,467	24.29	-	113,776	9.11	-	3,920	0.31	-	919	0.07	-	3,260	0.26	-	520,768	41.68	1,249,577	TX
Utah	4	149,151	53.98	4	124,402	45.02	-	-	-	-	2,679	0.97	-	-	-	-	73	0.03	-	24,749	8.96	276,305	UT
Vermont	3	45,557	36.92	-	75,926	61.54	3	-	-	-	1,279	1.04	-	585	0.47	-	35	0.03	-	-30,369	-24.61	123,382	VT
Virginia	11	200,786	47.89	11	172,070	41.04	-	43,393	10.35	-	2,047	0.49	-	726	0.17	-	234	0.06	-	28,716	6.85	419,256	VA
Washington	8	476,165	52.61	8	386,315	42.68	-	-	-	-	31,692	3.50	-	3,534	0.39	-	7,353	0.81	-	89,850	9.93	905,059	WA
West Virginia	8	429,188	57.32	8	316,251	42.24	-	-	-	-	3,311	0.44	-	-	-	-	-	-	-	112,937	15.08	748,750	WV
Wisconsin	12	647,310	50.70	12	590,959	46.28	-	-	-	-	25,282	1.98	-	12,547	0.98	-	702	0.05	-	56,351	4.41	1,276,800	WI
Wyoming	3	52,354	51.62	3	47,947	47.27	-	-	-	-	931	0.92	-	137	0.14	-	56	0.06	-	4,407	4.35	101,425	WY
TOTALS:	531	24,179,347	49.55	303	21,991,292	45.07	189	1,175,930	2.41	39	1,157,328	2.37	-	139,569	0.29	-	150,069	0.31	-	2,188,055	4.48	48,793,535	US
