Maryland	8	162,414	45.29	8	148,072	41.29	-	47,157	13.15	-	-	-	-	-	-	-	987	0.28	-	14,342	4.00	358,630	MD
Massachusetts	18	703,476	62.26	18	280,831	24.86	-	141,225	12.50	-	-	-	-	2,635	0.23	-	1,668	0.15	-	422,645	37.41	1,129,837	MA
Michigan	15	874,631	75.37	15	152,359	13.13	-	122,014	10.51	-	6,085	0.52	-	5,330	0.46	-	-	-	-	722,272	62.24	1,160,419	MI
Minnesota	12	420,759	51.18	12	55,913	6.80	-	339,192	41.26	-	-	-	-	4,427	0.54	-	1,855	0.23	-	81,567	9.92	822,146	MN
Mississippi	10	8,494	7.55	-	100,474	89.34	10	3,494	3.11	-	-	-	-	-	-	-	-	-	-	-91,980	-81.79	112,462	MS
Missouri	18	648,486	49.58	18	572,753	43.79	-	84,160	6.43	-	1,418	0.11	-	-	-	-	883	0.07	-	75,733	5.79	1,307,958	MO
Montana	4	74,138	42.50	4	33,805	19.38	-	66,123	37.91	-	-	-	-	357	0.20	-	-	-	-	8,015	4.60	174,423	MT
Nebraska	8	218,585	47.09	8	137,289	29.58	-	106,701	22.99	-	1,594	0.34	-	-	-	-	-	-	-	81,296	17.51	464,173	NE
Nevada	3	11,243	41.76	3	5,909	21.95	-	9,769	36.29	-	-	-	-	-	-	-	-	-	-	1,474	5.48	26,921	NV
New Hampshire	4	98,575	59.83	4	57,201	34.72	-	8,993	5.46	-	-	-	-	-	-	-	-	-	-	41,374	25.11	164,769	NH
New Jersey	14	675,162	62.17	14	297,743	27.41	-	108,901	10.03	-	1,337	0.12	-	1,540	0.14	-	819	0.08	-	377,419	34.75	1,086,079	NJ
New Mexico	3	54,745	48.52	3	48,542	43.02	-	9,543	8.46	-	-	-	-	-	-	-	-	-	-	6,203	5.50	112,830	NM
New York	45	1,820,058	55.76	45	950,796	29.13	-	474,913	14.55	-	-	-	-	8,244	0.25	-	9,928	0.30	-	869,262	26.63	3,263,939	NY
North Carolina	12	191,753	39.73	-	284,270	58.89	12	6,651	1.38	-	13	0.00	-	-	-	-	-	-	-	-92,517	-19.17	482,687	NC
North Dakota	5	94,931	47.68	5	13,858	6.96	-	89,922	45.17	-	-	-	-	370	0.19	-	-	-	-	5,009	2.52	199,081	ND
Ohio	24	1,176,130	58.33	24	477,888	23.70	-	357,948	17.75	-	-	-	-	-	-	-	3,025	0.15	-	698,242	34.63	2,016,237	OH
Oklahoma	10	226,242	42.82	-	255,798	48.41	10	46,375	8.78	-	-	-	-	-	-	-	-	-	-	-29,556	-5.59	528,415	OK
Oregon	5	142,579	51.01	5	67,589	24.18	-	68,403	24.47	-	-	-	-	-	-	-	917	0.33	-	74,176	26.54	279,488	OR
Pennsylvania	38	1,401,481	65.34	38	409,192	19.08	-	307,567	14.34	-	9,779	0.46	-	2,735	0.13	-	634	0.03	-	992,289	46.26	2,144,850	PA
Rhode Island	5	125,286	59.63	5	76,606	36.46	-	7,628	3.63	-	-	-	-	289	0.14	-	268	0.13	-	48,680	23.17	210,115	RI
South Carolina	9	1,123	2.21	-	49,008	96.56	9	620	1.22	-	-	-	-	-	-	-	-	-	-	-47,885	-94.35	50,752	SC
South Dakota	5	101,299	49.69	5	27,214	13.35	-	75,355	36.96	-	-	-	-	-	-	-	-	-	-	25,944	12.73	203,868	SD
Tennessee	12	130,882	43.59	-	158,537	52.80	12	10,656	3.55	-	100	0.03	-	-	-	-	-	-	-	-27,655	-9.21	300,275	TN
Texas	20	130,023	19.78	-	484,605	73.70	20	42,881	6.52	-	-	-	-	-	-	-	-	-	-	-354,582	-53.93	657,509	TX
Utah	4	77,327	49.26	4	47,001	29.94	-	32,662	20.81	-	-	-	-	-	-	-	-	-	-	30,326	19.32	156,990	UT
Vermont	4	80,498	78.22	4	16,124	15.67	-	5,964	5.79	-	326	0.32	-	-	-	-	-	-	-	64,374	62.55	102,917	VT
Virginia	12	73,312	32.79	-	139,716	62.48	12	10,377	4.64	-	-	-	-	-	-	-	197	0.09	-	-66,404	-29.70	223,602	VA
Washington	7	220,224	52.24	7	42,842	10.16	-	150,727	35.76	-	-	-	-	761	0.18	-	1,004	0.24	-	69,497	16.49	421,549	WA
West Virginia	8	288,635	49.45	8	257,232	44.07	-	36,723	6.29	-	-	-	-	-	-	-	-	-	-	31,403	5.38	583,662	WV
Wisconsin	13	311,614	37.06	-	68,115	8.10	-	453,678	53.96	13	2,918	0.35	-	3,773	0.45	-	458	0.05	-	-142,064	-16.90	840,826	WI
Wyoming	3	41,858	52.39	3	12,868	16.11	-	25,174	31.51	-	-	-	-	-	-	-	-	-	-	16,684	20.88	79,900	WY
TOTALS:	531	15,723,789	54.04	382	8,386,242	28.82	136	4,831,706	16.61	13	55,951	0.19	-	38,669	0.13	-	28,633	0.10	-	7,337,547	25.22	29,097,107	US
