Maine	5	126,333	41.52	-	168,823	55.49	5	7,581	2.49	-	783	0.26	-	720	0.24	-	-42,490	-13.97	304,240	ME
Maryland	8	389,612	62.35	8	231,435	37.04	-	-	-	-	1,629	0.26	-	2,220	0.36	-	158,177	25.31	624,896	MD
Massachusetts	17	942,716	51.22	17	768,613	41.76	-	118,639	6.45	-	5,111	0.28	-	5,278	0.29	-	174,103	9.46	1,840,357	MA
Michigan	19	1,016,794	56.33	19	699,733	38.76	-	75,795	4.20	-	8,208	0.45	-	4,568	0.25	-	317,061	17.56	1,805,098	MI
Minnesota	11	698,811	61.84	11	350,461	31.01	-	74,296	6.58	-	2,872	0.25	-	3,535	0.31	-	348,350	30.83	1,129,975	MN
Mississippi	9	157,318	97.06	9	4,443	2.74	-	-	-	-	329	0.20	-	-	-	-	152,875	94.31	162,090	MS
Missouri	15	1,111,043	60.76	15	697,891	38.16	-	14,630	0.80	-	3,454	0.19	-	1,617	0.09	-	413,152	22.59	1,828,635	MO
Montana	4	159,690	69.28	4	63,598	27.59	-	5,549	2.41	-	1,066	0.46	-	609	0.26	-	96,092	41.69	230,512	MT
Nebraska	7	347,445	57.14	7	247,731	40.74	-	12,847	2.11	-	-	-	-	-	-	-	99,714	16.40	608,023	NE
Nevada	3	31,925	72.81	3	11,923	27.19	-	-	-	-	-	-	-	-	-	-	20,002	45.62	43,848	NV
New Hampshire	4	108,460	49.73	4	104,642	47.98	-	4,819	2.21	-	-	-	-	193	0.09	-	3,818	1.75	218,114	NH
New Jersey	16	1,083,850	59.54	16	720,322	39.57	-	9,407	0.52	-	3,931	0.22	-	2,927	0.16	-	364,128	19.97	1,820,437	NJ
New Mexico	3	106,037	62.69	3	61,727	36.50	-	924	0.55	-	343	0.20	-	105	0.06	-	44,310	26.20	169,176	NM
New York	47	3,293,222	58.85	47	2,180,670	38.97	-	-	-	-	86,897	1.55	-	35,609	0.64	-	1,112,552	19.88	5,596,398	NY
North Carolina	13	616,141	73.40	13	223,283	26.60	-	2	0.00	-	21	0.00	-	17	0.00	-	392,858	46.80	839,464	NC
North Dakota	4	163,148	59.60	4	72,751	26.58	-	36,708	13.41	-	552	0.20	-	557	0.20	-	90,397	33.03	273,716	ND
Ohio	26	1,747,140	57.99	26	1,127,855	37.44	-	132,212	4.39	-	117	0.00	-	5,265	0.17	-	619,285	20.56	3,012,589	OH
Oklahoma	11	501,069	66.83	11	245,122	32.69	-	-	-	-	2,221	0.30	-	1,328	0.18	-	255,947	34.14	749,740	OK
Oregon	5	266,733	64.42	5	122,706	29.64	-	21,831	5.27	-	2,143	0.52	-	608	0.15	-	144,027	34.79	414,021	OR
Pennsylvania	36	2,353,987	56.88	36	1,690,200	40.84	-	67,468	1.63	-	14,599	0.35	-	12,172	0.29	-	663,787	16.04	4,138,426	PA
Rhode Island	4	165,238	53.10	4	125,031	40.18	-	19,569	6.29	-	-	-	-	1,340	0.43	-	40,207	12.92	311,178	RI
South Carolina	8	113,791	98.57	8	1,646	1.43	-	-	-	-	-	-	-	-	-	-	112,145	97.15	115,437	SC
South Dakota	4	160,137	54.02	4	125,977	42.49	-	10,338	3.49	-	-	-	-	-	-	-	34,160	11.52	296,472	SD
Tennessee	11	328,083	68.85	11	146,520	30.75	-	296	0.06	-	686	0.14	-	953	0.20	-	181,563	38.10	476,538	TN
Texas	23	734,485	87.08	23	103,874	12.31	-	3,281	0.39	-	1,075	0.13	-	767	0.09	-	630,611	74.76	843,482	TX
Utah	4	150,246	69.34	4	64,555	29.79	-	1,121	0.52	-	432	0.20	-	323	0.15	-	85,691	39.55	216,677	UT
Vermont	3	62,124	43.24	-	81,023	56.39	3	-	-	-	-	-	-	542	0.38	-	-18,899	-13.15	143,689	VT
Virginia	11	234,980	70.23	11	98,336	29.39	-	233	0.07	-	313	0.09	-	728	0.22	-	136,644	40.84	334,590	VA
Washington	8	459,579	66.38	8	206,892	29.88	-	17,463	2.52	-	3,496	0.50	-	4,908	0.71	-	252,687	36.50	692,338	WA
West Virginia	8	502,582	60.56	8	325,358	39.20	-	-	-	-	832	0.10	-	1,173	0.14	-	177,224	21.35	829,945	WV
Wisconsin	12	802,984	63.80	12	380,828	30.26	-	60,297	4.79	-	10,626	0.84	-	3,825	0.30	-	422,156	33.54	1,258,560	WI
Wyoming	3	62,624	60.58	3	38,739	37.47	-	1,653	1.60	-	200	0.19	-	166	0.16	-	23,885	23.10	103,382	WY
TOTALS:	531	27,752,648	60.80	523	16,681,862	36.54	8	892,378	1.95	-	187,910	0.41	-	132,901	0.29	-	11,070,786	24.25	45,647,699	US
